index;name;sample_name;substance;tested_date;published_date;location;latitude;longitude
576;4406;Harley Davidson;MDMA;2016-05-18;2016-05-18;Zurich, Switzerland;47.376;8.541
577;4408;Pinky;MDMA;2016-05-24;2016-05-25;Munich, Bayern, Germany;48.135;11.582
578;4414;Instagram;MDA/MDMA/Methylsulfonylmethane/Cocaine;2016-05-24;2016-05-25;Oakland, CA;37.804;-122.271
579;4417;Purple Hotdog;MDA 2-aldoxime analog/MDA/Methylsulfonylmethane;2016-05-24;2016-05-25;San Leandro, CA;37.724;-122.156
580;4418;Red Supreme;MDMA;2016-05-24;2016-05-25;Online;37.724;-122.156
581;4421;Percocet;Acetaminophen/Aceclofenac;2016-05-24;2016-05-25;Online, India;20.593;78.962
582;4424;Pink Domino;MDMA;2016-05-24;2016-05-25;Online;20.593;78.962
583;4425;Oxycodone;Oxycodone;2016-05-24;2016-05-25;Los Angeles, CA;34.052;-118.243
584;4430;Blue Tesla;MDMA;2016-05-24;2016-05-25;Online, Netherlands;52.132;5.291
585;4431;MDMA/tablet;MDMA;2016-05-24;2016-05-25;Germany;51.165;10.451
586;4433;Clonazepam;Clonazolam;2016-05-24;2016-05-25;Online, Norway;60.472;8.468
587;4434;Roxicodone;Heroin/DXM/Caffeine;2016-06-02;2016-06-02;Online, Phillipines;12.879;121.774
588;4440;Blue Dolce & Gabbana;Caffeine/Methamphetamine;2016-06-02;2016-06-02;Baton Rouge, LA;30.458;-91.14
589;4441;Green Dolce & Gabbana;Caffeine/Methamphetamine;2016-06-02;2016-06-02;Baton Rouge, LA;30.458;-91.14
590;4442;Generic Methylphenidate;Diazepam;2016-06-02;2016-06-02;Tijuana, Online, Mexico;32.514;-117.038
591;4452;Superman Pokeball;MDMA;2016-06-02;2016-06-02;Orange County, CA;33.717;-117.831
592;4453;Warner Brothers;MDMA/4-CEC;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
593;4454;Ace of Spades;MDMA/MDA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
594;4455;Erdbeere;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
595;4456;Affe;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
596;4457;Erdbeere;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
597;4458;Rolex;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
598;4459;4459  FC Barcelona;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
599;4460;Burger King;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
600;4461;Domino-Stein ;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
601;4462;Defqon. 1;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
602;4463;Totenkopf;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
603;4464;Coca Cola;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
604;4465;Mafia;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
605;4466;Dom Perignon;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
606;4467;Maserati;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
607;4468;Minion;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
608;4469;Darth Vader;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
609;4470;Domino-stein;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
610;4471;Porsche;MDMA;2016-06-16;2016-06-17;Vienna, Austria;48.208;16.373
611;4473;Red Bull;MDMA;2016-06-16;2016-06-17;Zurich, Switzerland;47.376;8.541
612;4474;Minion;MDMA;2016-06-16;2016-06-17;Zurich, Switzerland;47.376;8.541
613;4475;Nespresso;MDMA;2016-06-16;2016-06-17;Zurich, Switzerland;47.376;8.541
614;4476;Porsche;MDMA;2016-06-16;2016-06-17;Zurich, Switzerland;47.376;8.541
615;4477;Tulpe;MDMA;2016-06-16;2016-06-17;Zurich, Switzerland;47.376;8.541
616;4481;Music On;MDMA;2016-06-21;2016-06-21;Zurich, Switzerland;47.376;8.541
617;4486;Purple Lamborghini;MDMA;2016-06-21;2016-06-22;Portland, OR;45.523;-122.676
618;4487;Peach Tesla;MDMA;2016-06-21;2016-06-22;Portland, OR;45.523;-122.676
619;4488;Red Coca Cola;MDMA;2016-06-21;2016-06-22;Sacramento, CA, USA;38.581;-121.494
620;4492;Omega;TFMPP/Imino-triphenyl-phosphorane;2016-06-21;2016-06-22;San Antonio, TX;29.424;-98.493
621;4493;Alprazolam;Alprazolam;2016-06-21;2016-06-22;Austin, TX;30.267;-97.743
622;4500;BMW;MDMA;2016-06-21;2016-06-22;Dallas, TX;32.776;-96.797
623;4502;Xanax;Melatonin;2016-06-21;2016-06-22;Walnut Creek, CA;37.91;-122.065
624;4503;Blue Paul Frank Monkey;Caffeine/MDA/MDA 2-aldoxime analog;2016-06-21;2016-06-22;Las Vegas, NV;36.169;-115.139
625;4505;Bentley;MDMA;2016-06-30;2016-06-30;Bern, Switzerland;46.948;7.447
626;4506;Tesla;MDMA;2016-06-30;2016-06-30;Zurich, Switzerland;47.376;8.541
627;4507;MTV;MDMA;2016-06-30;2016-06-30;Zurich, Switzerland;47.376;8.541
628;4508;Rakete  ;MDMA;2016-06-30;2016-06-30;Zurich, Switzerland;47.376;8.541
629;4509;Green Tablet;Tadalafil;2016-06-30;2016-06-30;Montreal, Quebec, Canada;45.501;-73.567
630;4513;Blue Paul Frank Monkey Bape;Caffeine/MDA/MDA 2-aldoxime analog;2016-06-30;2016-06-30;Miami, FL;25.761;-80.191
631;4516;Amsterdam Mini;Palmitic Acid/Stearic Acid;2016-06-30;2016-06-30;Portland, OR;45.523;-122.676
632;4522;Molly;Modafinil;2016-06-30;2016-06-30;San Francisco, CA;37.774;-122.419
633;4523;Heisenberg;Caffeine/Methamphetamine;2016-06-30;2016-06-30;Tampa, FL;27.95;-82.457
634;4526;Three Wise Monkeys;MDMA;2016-07-02;2016-07-02;Zurich, Switzerland;47.376;8.541
635;4527;Apple;MDMA;2016-07-02;2016-07-02;Zurich, Switzerland;47.376;8.541
636;4528;Dom Pérignon;MDMA;2016-07-02;2016-07-02;Zurich, Switzerland;47.376;8.541
637;4529;Gold;MDMA;2016-07-02;2016-07-02;Zurich, Switzerland;47.376;8.541
638;4530;MTV;MDMA;2016-07-02;2016-07-02;Zurich, Switzerland;47.376;8.541
639;4531;Playboy;MDMA;2016-07-02;2016-07-02;Bern, Switzerland;46.948;7.447
640;4532;Spongebob;MDMA;2016-07-02;2016-07-02;Zurich, Switzerland;47.376;8.541
641;4533;Tulpe;MDMA;2016-07-02;2016-07-02;Zurich, Switzerland;47.376;8.541
642;4535;Tulpe;MDMA;2016-07-09;2016-07-09;Zurich, Switzerland;47.376;8.541
643;4540;6-APB;5-APDB;2016-07-09;2016-07-10;New York, NY;40.712;-74.006
644;4541;Checco;Unidentified;2016-07-09;2016-07-10;Grasso, RI;41.58;-41.58
645;4542;Hello Kitty;MDMA;2016-07-09;2016-07-10;New York, NY;40.712;-74.006
646;4550;Alprazolam;Alprazolam;2016-07-22;2016-07-22;San Antonio, CA;29.424;-29.424
647;4555;Eule;MDMA;2016-07-25;2016-07-26;Zurich, Switzerland;47.376;8.541
648;4556;Music On;MDMA;2016-07-25;2016-07-26;Zurich, Switzerland;47.376;8.541
649;4557;Tesla;MDMA;2016-07-25;2016-07-26;Zurich, Switzerland;47.376;8.541
650;4558;Frau;MDMA/Caffeine;2016-07-25;2016-07-26;Zurich, Switzerland;47.376;8.541
651;4559;iPhone/Apple;MDMA;2016-07-25;2016-07-26;Bern, Switzerland;46.948;7.447
652;4560;Mandala;Caffeine/Caffeine/Caffeine;2016-07-25;2016-07-26;Bern, Switzerland;46.948;7.447
653;4561;Mitsubishi;Caffeine/MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
654;4562;Shell;MDMA/Caffeine;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
655;4563;VW  ;Acetaminophen;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
656;4564;Kleeblatt;Caffeine;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
657;4565;Tomorrow-Land;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
658;4566;Erdbeere;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
659;4567;Red Bull;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
660;4568;Red Bull;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
661;4569;Dominostein;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
662;4570;Dominostein;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
663;4571;Dominostein;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
664;4572;Dominostein;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
665;4573;Chanel;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
666;4574;Affe;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
667;4576;Love (Handzeichen)/Peace;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
668;4577;Peace;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
669;4578;Silver;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
670;4579;Silver;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
671;4580;Walter White;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
672;4581;Burger King;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
673;4582;The North Face;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
674;4583;Chupa Chups;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
675;4584;Porsche;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
676;4585;Batman;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
677;4586;Darth Vader ;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
678;4587;Maserati;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
679;4588;Maserati;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
680;4589;Anonymous Mask;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
681;4590;Warner Brothers;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
682;4591;Herzförmig;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
683;4592;Love/Herz;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
684;4594;Rock n´Roll;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
685;4595;CP;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
686;4596;Batman ;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
687;4597;Playboyhase;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
688;4598;Tesla  ;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
689;4599;Drache;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
690;4600;Rockstar;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
691;4601;Totenkopf;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
692;4602;Rolex;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
693;4603;Patrone;MDMA;2016-07-25;2016-07-26;Vienna, Austria;48.208;16.373
694;4606;Tesla;MDMA;2016-07-30;2016-08-01;Zurich, Switzerland;47.376;8.541
695;4607;Tom Tom  ;MDMA;2016-07-30;2016-08-01;Bern, Switzerland;46.948;7.447
696;4608;Lacoste;MDMA;2016-07-30;2016-08-01;Zurich, Switzerland;47.376;8.541
697;4614;Anti-anxiety pill;Alprazolam;2016-08-02;2016-08-02;Los Angeles, CA;34.052;-118.243
698;4615;No name;None Detected;2016-08-02;2016-08-02;Clarkston, MI;42.735;-83.419
699;4619;Green Tesla;MDMA;2016-08-02;2016-08-02;Somerset, United Kingdom;51.105;-2.926
700;4721;Tesla;MDMA;2016-08-30;2016-09-07;Zurich, Switzerland;47.376;8.541
701;4722;Lebara;MDMA;2016-09-02;2016-09-07;Zurich, Switzerland;47.376;8.541
702;4723;Kürbis;MDMA;2016-08-31;2016-09-07;Bern, Switzerland;46.948;7.447
703;4724;MTV;MDMA;2016-09-02;2016-09-07;Zurich, Switzerland;47.376;8.541
704;4727;Silver Bar;MDMA;2016-09-07;2016-09-07;Bay Area, Online, Unknown;37.827;-122.291
705;4728;Red Supreme;MDMA;2016-09-07;2016-09-07;Bay Area, Online;37.827;-122.291
706;4734;Alprazolam;Fentanyl;2016-09-07;2016-09-07;Long Beach, CA;33.77;-118.193
707;4736;Codeine;Codeine;2016-09-07;2016-09-07;Belize City, Belize;17.189;-88.497
708;4738;Orange Owl;MDMA;2016-09-07;2016-09-07;Phoenix, AZ;33.448;-112.074
709;4742;Red Monkey;MDMA/Caffeine/Diphenhydramine;2016-09-07;2016-09-07;Tampa, FL;27.95;-82.457
710;4747;Piaggio;MDMA;2016-09-06;2016-09-09;Zurich, Switzerland;47.376;8.541
711;4748;Warner Brothers;MDMA;2016-09-06;2016-09-09;Zurich, Switzerland;47.376;8.541
712;4749;Dexedrine;Caffeine/Amphetamines;2016-09-22;2016-09-22;Houston, TX;29.76;-95.369
713;4750;Superman;MDMA;2016-09-13;2016-09-13;Zurich, Switzerland;47.376;8.541
714;4751;Yellow Xanax Bar;Alprazolam;2016-09-22;2016-09-22;Houston, TX;29.76;-95.369
715;4752;Green Xanax Bar;Alprazolam;2016-09-22;2016-09-22;Houston, TX;29.76;-95.369
716;4759;Orange Tesla;MDMA;2016-09-22;2016-09-22;Riverdale, NJ;33.572;-84.413
717;4762;Molly (Blue Pill);Caffeine/MDA 2-aldoxime analog/MDA/Phenacetin;2016-09-22;2016-09-22;St. Paul, MN;44.953;-93.09
718;4767;Paul Frank Yellow;2C-B;2016-09-28;2016-09-28;Zurich, Switzerland;47.376;8.541
719;4768;Go Pro;MDMA;2016-09-17;2016-09-28;Zurich, Switzerland;47.376;8.541
720;4769;Bentley 8;MDMA;2016-09-17;2016-09-28;Zurich, Switzerland;47.376;8.541
721;4770;Durex;MDMA;2016-09-17;2016-09-28;Zurich, Switzerland;47.376;8.541
722;4771;Superman;MDMA;2016-09-17;2016-09-28;Zurich, Switzerland;47.376;8.541
723;4772;Tesla;MDMA;2016-09-21;2016-09-28;Bern, Switzerland;46.948;7.447
724;4773;Tesla;MDMA;2016-09-17;2016-09-28;Zurich, Switzerland;47.376;8.541
725;4774;Apple;MDMA;2016-09-17;2016-09-28;Zurich, Switzerland;47.376;8.541
726;4775;Apple;MDMA;2016-09-17;2016-09-28;Zurich, Switzerland;47.376;8.541
727;4776;Joker;MDMA;2016-09-21;2016-09-28;Bern, Switzerland;46.948;7.447
728;4779;Zolpidem Tablet;Zolpidem;2016-09-29;2016-09-29;Spokane, WA;47.658;-117.426
729;4781;Oval Tablet;Elaidic acid/None Detected/Palmitic Acid/Stearic Acid;2016-09-29;2016-09-29;Dunwoody, GA;33.946;-84.334
730;4786;NYC;Ketamine/Promethazine/Diazepam;2016-09-29;2016-09-29;FL;27.664;-81.515
731;4791;Mickey Mouse;Caffeine/Methamphetamine;2016-09-29;2016-09-29;San Francisco, CA;37.774;-122.419
732;4792;Anonymous;MDMA/4-Fluoromethylphenidate;2016-09-29;2016-09-29;New York, NY;40.712;-74.006
733;4793;Mini Punisher;MDMA/4-Fluoromethylphenidate;2016-09-29;2016-09-29;New York, NY;40.712;-74.006
734;4795;Tulpe;MDMA;2016-09-23;2016-10-01;Zurich, Switzerland;47.376;8.541
735;4796;Loewenwappen;2C-B;2016-09-29;2016-10-01;Bern, Switzerland;46.948;7.447
736;4798;Nespresso;MDMA;2016-09-29;2016-10-07;Zurich, Switzerland;47.376;8.541
737;4799;Supermario;MDMA;2016-10-01;2016-10-07;Bern, Switzerland;46.948;7.447
738;4800;Supermario 2;MDMA;2016-10-01;2016-10-07;Bern, Switzerland;46.948;7.447
739;4801;MTV  ;MDMA;2016-10-01;2016-10-07;Bern, Switzerland;46.948;7.447
740;4802;Lego;MDMA;2016-10-05;2016-10-07;Bern, Switzerland;46.948;7.447
741;4803;Kuerbis;MDMA;2016-10-01;2016-10-07;Bern, Switzerland;46.948;7.447
742;4805;Domino;MDMA;2016-10-01;2016-10-07;Bern, Switzerland;46.948;7.447
743;4806;Tomorrowland;MDMA;2016-10-04;2016-10-07;Zurich, Switzerland;47.376;8.541
744;4807;Defqon;MDMA;2016-10-01;2016-10-07;Bern, Switzerland;46.948;7.447
745;4808;Smiley;2C-B;2016-10-01;2016-10-07;Bern, Switzerland;46.948;7.447
746;4810;Thizz;Caffeine/Amphetamines/Alprazolam;2016-10-11;2016-10-11;Dallas, TX;32.776;-96.797
747;4812;UPS;MDMA;2016-10-11;2016-10-11;Seattle, WA;47.606;-122.332
748;4813;Tomorrowland;MDMA;2016-10-11;2016-10-11;Seattle, WA;47.606;-122.332
749;4815;Minion;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
750;4817;Minion;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
751;4818;Kleeblatt;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
752;4819;2K;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
753;4821;Eule 1;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
754;4822;Harley Davidson;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
755;4823;Popcorn;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
756;4824;Defqon;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
757;4825;Heineken;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
758;4826;Peace Sign;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
759;4827;K2;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
760;4828;Tomorrowland;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
761;4829;Dom Perignon;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
762;4830;Skull with Star;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
763;4831;Vodafon;MDMA;2016-09-15;2016-10-12;Vienna, Austria;48.208;16.373
764;4833;Herz;Metandienone;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
765;4834;Rolls Royce;MDMA/Caffeine;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
766;4835;Rolex 1;2C-B;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
767;4837;Kürbis;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
768;4838;XTC;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
769;4839;Eule 2;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
770;4840;Domino ;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
771;4841;Love/Herz;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
772;4842;Flügel;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
773;4843;C;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
774;4845;KitKat;MDMA;2016-10-12;2016-10-12;Vienna, Austria;48.208;16.373
775;4848;LV/Louis Vuitton;MDMA;2016-10-14;2016-10-14;Zurich, Switzerland;47.376;8.541
776;4851;Cry Later;MDMA;2016-10-14;2016-10-14;Bern, Switzerland;46.948;7.447
777;4852;Laugh Now;MDMA;2016-10-12;2016-10-14;Bern, Switzerland;46.948;7.447
778;4855;UPS;MDMA;2016-10-19;2016-10-20;Los Angeles, CA;34.052;-118.243
779;4856;No name;Palmitic Acid/Stearic Acid;2016-10-20;2016-10-20;Pacific Grove, CA;36.617;-121.916
780;4857;White Tablet;Tramadol;2016-10-20;2016-10-20;Online, India;20.593;78.962
781;4862;Red Ferrari ;PMMA;2016-10-19;2016-10-20;Sinsheim, Baden-Wuerttemberg, Germany;49.248;8.888
782;4863;Green Paul Frank Monkey;Caffeine/Synthesis Byproducts/MDMA Methylene homolog/Ketamine/Lidocaine;2016-10-11;2016-10-20;Altamonte Springs, FL;28.661;-81.365
783;4864;Alprazolam;Alprazolam;2016-10-11;2016-10-20;Long Beach, CA;33.77;-118.193
784;4867;No name;Acetaminophen/Tramadol;2016-10-20;2016-10-20;Torrance, CA;33.835;-118.34
785;4868;FC Barcelona;MDMA;2016-10-14;2016-10-21;Basel, Switzerland;47.559;7.588
786;4872;Music On;MDMA;2016-10-19;2016-10-21;Basel, Switzerland;47.559;7.588
787;4874;Tapentadol;Tapentadol;2016-10-28;2016-10-28;Online, India;20.593;78.962
788;4876;Tomorrowland;MDMA;2016-10-28;2016-10-28;Online, Unknown;20.593;78.962
789;4879;Tomorrowland (SB);MDMA;2016-10-28;2016-10-28;Online, Unknown;20.593;78.962
790;4882;EA7;MDMA;2016-10-26;2016-10-29;Basel, Switzerland;47.559;7.588
791;4884;Blue Oxycodone;Oxycodone;2016-11-03;2016-11-04;Riverside, CA;33.953;-117.396
792;4885;Red Tesla;MDMA;2016-11-03;2016-11-04;Tukwila, WA;47.474;-122.261
793;4886;Green Super Mario;Caffeine/MDMA;2016-11-03;2016-11-04;Helsinki, Finland;60.169;24.938
794;4887;Xanax;Alprazolam;2016-11-03;2016-11-04;Phoenix, AZ;33.448;-112.074
795;4889;No name; 4-fluoro-alpha-PVP;2016-11-03;2016-11-04;Online, Europe;54.526;15.255
796;4891;Yellow Tablet;Acetaminophen/Tramadol;2016-11-03;2016-11-04;Online, India;20.593;78.962
797;4894;Warner Brothers;MDMA;2016-10-28;2016-11-04;Zurich, Switzerland;47.376;8.541
798;4895;Smiley;MDMA;2016-11-01;2016-11-04;Zurich, Switzerland;47.376;8.541
799;4896;Eule;MDMA;2016-11-02;2016-11-04;Bern, Switzerland;46.948;7.447
800;4897;Tulpe;MDMA;2016-10-29;2016-11-04;Bern, Switzerland;46.948;7.447
801;4898;Heart;MDMA;2016-10-29;2016-11-04;Bern, Switzerland;46.948;7.447
802;4899;Love;MDMA;2016-10-29;2016-11-04;Bern, Switzerland;46.948;7.447
803;4900;Pokemon  ;MDMA;2016-11-08;2016-11-15;Zurich, Switzerland;47.376;8.541
804;4901;Super Mario;MDMA;2016-11-09;2016-11-15;Bern, Switzerland;46.948;7.447
805;4902;Lamborghini;MDMA;2016-11-08;2016-11-15;Zurich, Switzerland;47.376;8.541
806;4903;Tom Tom;MDMA;2016-11-08;2016-11-15;Zurich, Switzerland;47.376;8.541
807;4904;Tesla;MDMA;2016-11-08;2016-11-15;Zurich, Switzerland;47.376;8.541
808;4913;Tesla;MDMA;2016-11-15;2016-11-16;Online, Unknown;47.376;8.541
809;4918;Rolls Royce  ;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
810;4919;Trojka;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
811;4920;Underground;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
812;4921;Underground;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
813;4922;Dom Perignon;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
814;4923;Minion;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
815;4924;Flügel;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
816;4925;Keeblatt;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
817;4926;Flasche SPA;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
818;4927;Philipp Plein;MDMA;2016-11-17;2016-11-17;Vienna, Austria;48.208;16.373
819;4932;Twitter;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
820;4933;Super Mario;MDMA;2016-11-15;2016-11-18;Zurich, Switzerland;47.376;8.541
821;4934;Stern;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
822;4935;Stern;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
823;4936;Shell;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
824;4937;Pikachu;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
825;4938;Löwe/lion;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
826;4939;Mastercard;MDMA;2016-11-05;2016-11-18;Zurich, Switzerland;47.376;8.541
827;4940;Dove  ;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
828;4941;Cry Later;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
829;4942;Cry Later ;MDMA;2016-11-12;2016-11-18;Zurich, Switzerland;47.376;8.541
830;4943;Nespresso;MDMA;2016-11-22;2016-11-25;Zurich, Switzerland;47.376;8.541
831;4944;White Tablet;Alprazolam;2016-11-23;2016-11-28;Online;34.42;-119.698
832;4950;Norco;Acetaminophen/Hydrocodone;2016-11-23;2016-11-28;Online;34.42;-119.698
833;4951;Blue Pikachu;MDMA/Methylsulfonylmethane;2016-11-23;2016-11-28;Santa Barbara, CA;34.42;-119.698
834;4952;Yellow Legoman;MDMA;2016-11-23;2016-11-28;Santa Barbara, CA;34.42;-119.698
835;4953;Yellow Atari ;MDMA/Caffeine/MDA;2016-11-23;2016-11-28;Santa Barbara, CA;34.42;-119.698
836;4954;Vans;MDMA;2016-11-23;2016-11-28;Online;34.42;-119.698
837;4956;Tulpe;MDMA;2016-12-01;2016-12-02;Zurich, Switzerland;47.376;8.541
838;4957;Double Trouble;MDMA;2016-11-30;2016-12-02;Bern, Switzerland;46.948;7.447
839;4958;Heineken;MDMA;2016-11-30;2016-12-02;Bern, Switzerland;46.948;7.447
840;4960;Piaggio;MDMA;2016-12-07;2016-12-09;Bern, Switzerland;46.948;7.447
841;4961;Vendetta;MDMA;2016-12-06;2016-12-09;Zurich, Switzerland;47.376;8.541
842;4962;Gold;MDMA/Caffeine;2016-12-06;2016-12-09;Zurich, Switzerland;47.376;8.541
843;4963;Zolpidem;Alprazolam;2016-12-12;2016-12-13;Stockholm, Sweden;59.329;18.068
844;4964;Oreo;MDMA/MDA;2016-12-12;2016-12-13;Dallas, TX;32.776;-96.797
845;4972;Perc10;Acetaminophen;2016-12-12;2016-12-13;Cincinnati, OH;39.103;-84.512
846;4975;Pink Love Heart;MDMA;2016-12-14;2016-12-14;London, United Kingdom;51.507;-1
847;4981;White Tablet;Caffeine;2016-12-14;2016-12-14;Bend, OR;44.058;-121.315
848;4982;Gold Mercedes;4-Fluoroisobutyrylfentanyl/N-Ethylpentylone;2016-12-14;2016-12-14;Online;44.058;-121.315
849;4985;Red A|X;MDA;2016-12-14;2016-12-14;Mexico City, Mexico;19.432;-99.133
850;4988;Maserati;MDMA/Ethylone/MDA/Phenacetin;2016-12-14;2016-12-14;Pasadena, CA;34.147;-118.144
851;4989;Samsung;MDMA;2016-12-14;2016-12-14;Dallas, TX;32.776;-96.797
852;4990;Oreo;MDMA;2016-12-14;2016-12-14;Unknown, Unknown;32.776;-96.797
853;4991;Coca Cola ;MDMA;2016-12-13;2016-12-16;Zurich, Switzerland;47.376;8.541
