index;name;sample_name;substance;tested_date;published_date;location;latitude;longitude
854;4992;Warner Brothers ;MDMA;2016-12-13;2016-12-16;Zurich, Switzerland;47.376;8.541
855;4993;Bugatti;Methylmethcathinone;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
856;4994;Herz;Unidentified;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
857;4995;Rolex ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
858;4996;Pablo Escobar ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
859;4997;Tripadvisor ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
860;4998;Super Mario ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
861;4999;Heineken ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
862;5000;Walter White;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
863;5001;Flasche/SPA ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
864;5002;Warner Brothers;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
865;5003;Warner Brothers ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
866;5004;Flügel;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
867;5005;Flügel ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
868;5006;Minion ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
869;5007;Atari ;MDMA;2016-12-01;2016-12-22;Vienna, Austria;48.208;16.373
870;5008;Flying V;Oxycodone;2016-12-22;2016-12-24;Grenada, MS;12.116;-61.679
871;5014;Oxycodone;Oxycodone;2016-12-22;2016-12-24;Los Angeles, CA;34.052;-118.243
872;5015;Blues;Oxycodone;2016-12-22;2016-12-24;Los Angeles, CA;34.052;-118.243
873;5017;Zofran ;Ondansetron;2016-12-23;2016-12-24;Online, India;20.593;78.962
874;5020;Adderall;Tramadol;2016-12-22;2016-12-24;Online, India;20.593;78.962
875;5023;Coca Cola ;MDMA;2016-12-20;2016-12-27;Zurich, Switzerland;47.376;8.541
876;5024;Chupa Chups ;MDMA;2016-12-16;2016-12-27;Zurich, Switzerland;47.376;8.541
877;5025;FC Barcelona ;MDMA;2016-12-16;2016-12-27;Zurich, Switzerland;47.376;8.541
878;5031;Pink Apple ;MDMA;2016-12-16;2016-12-27;Sao Paulo, Brazil;-23.55;-46.633
879;5033;Watson 853 ;Fentanyl;2016-12-28;2016-12-28;Online;36.974;-122.03
880;5035;MDA ;MDA;2017-01-13;2017-01-16;Santa Cruz, CA;36.974;-122.03
881;5036;Perc30 ;Fentanyl;2017-01-13;2017-01-16;KY;37.839;-84.27
882;5038;Oxy;Oxycodone;2017-01-13;2017-01-16;Los Angeles, CA;34.052;-118.243
883;5039;Blues;Oxycodone;2017-01-13;2017-01-16;Los Angeles, CA;34.052;-118.243
884;5041;Xanax Bar ;Lorazepam/Acetaminophen;2017-01-13;2017-01-16;Online, India;20.593;78.962
885;5044;Starbucks ;MDMA;2017-01-13;2017-01-16;Online;47.376;8.541
886;5045;Alprazolam;Alprazolam;2017-01-13;2017-01-16;Online;47.376;8.541
887;5047;Green Instagram ;MDMA;2017-01-13;2017-01-16;Online;47.376;8.541
888;5048;A.C.A.B ;MDMA;2017-01-11;2017-01-15;Zurich, Switzerland;47.376;8.541
889;5049;The North Face ;MDMA;2017-01-11;2017-01-15;Zurich, Switzerland;47.376;8.541
890;5052;Finn;MDA;2017-01-18;2017-01-19;New York, NY;40.712;-74.006
891;5054;TERPS;MDMA/Methylsulfonylmethane;2017-01-18;2017-01-19;Bay Area, CA;37.827;-122.291
892;5056;Tesla;Unidentified;2017-01-18;2017-01-19;Miami, FL;25.761;-80.191
893;5057;Blue Diamond ;Sildenafil;2017-01-18;2017-01-19;Online, Colombia;4.57;-74.297
894;5058;Red Tablet ;Ibuprofen;2017-01-18;2017-01-19;Toronto, ON, Canada;43.653;-79.383
895;5061;Rock 'n' Roll ;MDMA;2017-01-20;2017-01-20;Zurich, Switzerland;47.376;8.541
896;5065;Porsche ;Caffeine/Methamphetamine;2017-01-24;2017-01-25;Baton Rouge, LA;30.458;-91.14
897;5073;Red Bull ;MDMA;2017-01-24;2017-01-25;Zurich, Switzerland;47.376;8.541
898;5074;Red Bull ;MDMA;2017-01-25;2017-01-30;Bern, Switzerland;46.948;7.447
899;5075;Coca Cola ;MDMA;2017-01-24;2017-01-30;Zurich, Switzerland;47.376;8.541
900;5078;Rolls Royce ;MDMA;2017-01-31;2017-02-03;Zurich, Switzerland;47.376;8.541
901;5081;Pink Anonymous ;MDMA;2017-02-05;2017-02-05;Online;46.948;7.447
902;5082;Harley Davidson ;MDMA;2017-02-05;2017-02-05;Boston, MA;42.36;-71.058
903;5086;Tesla ;MDMA;2017-02-05;2017-02-05;San Francisco, CA;37.774;-122.419
904;5092;Ananas;MDMA;2017-02-10;2017-02-10;Zurich, Switzerland;47.376;8.541
905;5095;Goldbarren;Caffeine/Acetaminophen/MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
906;5096;Blume/Schildkröte ;4-Chloromethamphetamine;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
907;5097;9 mm ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
908;5098;Minion ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
909;5099;Popcorn ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
910;5100;Red Bull ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
911;5101;Rolex ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
912;5102;Affe;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
913;5103;Affe;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
914;5104;Guy Fawkes ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
915;5105;Nintendo ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
916;5106;Levi's ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
917;5107;IKEA;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
918;5108;Mitsubishi ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
919;5109;Pablo Escobar ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
920;5110;Schildkröte ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
921;5111;The North Face ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
922;5112;kpn;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
923;5113;Diamant ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
924;5114;Vögel;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
925;5115;Red Bull ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
926;5116;SPA ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
927;5117;Doppelte Kirsche ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
928;5118;Pacman;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
929;5119;Marienkäfer ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
930;5120;Instagram;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
931;5121;No name;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
932;5122;Maske;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
933;5123;Purple;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
934;5124;Red Army Skull ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
935;5125;Stier ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
936;5126;Rolex;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
937;5127;Stierkopf;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
938;5128;Tomorrowland ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
939;5129;Emporio Armani 7 ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
940;5130;Dominostein ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
941;5131;Supreme;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
942;5132;No name;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
943;5133;Albert Heijn ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
944;5134;Superman;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
945;5135;Super Mario ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
946;5136;Defqon ;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
947;5137;Flügel;MDMA;2017-02-07;2017-02-14;Vienna, Austria;48.208;16.373
948;5152;IKEA ;MDMA;2017-02-13;2017-02-14;Online;40.712;-74.006
949;5154;G Lady ;MDA;2017-02-13;2017-02-14;New York, NY;40.712;-74.006
950;5155;Heisenberg /Walter White;Caffeine/Methamphetamine;2017-02-13;2017-02-14;New York, NY;40.712;-74.006
951;5156;SKI ;2C-B;2017-02-13;2017-02-14;New York, NY;40.712;-74.006
952;5157;Burger King ;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
953;5158;Rolex;MDMA;2017-02-14;2017-02-17;Zurich, Switzerland;47.376;8.541
954;5159;No name;MDMA;2017-02-15;2017-02-17;Bern, Switzerland;46.948;7.447
955;5160;Hanfblatt;MDMA;2017-02-10;2017-02-17;Zurich, Switzerland;47.376;8.541
956;5161;Hanfblatt;MDMA;2017-02-17;2017-02-17;Zurich, Switzerland;47.376;8.541
957;5162;Superman;MDMA/Caffeine;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
958;5163;Herz;MDMA/Caffeine;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
959;5164;Geist/Ghost;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
960;5165;Erdbeere;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
961;5166;Euro;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
962;5167;Bitcoin;1,1-diphenylprolinol;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
963;5168;Kein Logo ;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
964;5169;Toyota ;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
965;5170;(Batterie)/Battery;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
966;5171;Heineken ;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
967;5172;Goldbarren;MDMA;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
968;5173;AP;MDMA/Caffeine;2014-09-01;2017-02-17;Vienna, Austria;48.208;16.373
969;5174;Hanfblatt;MDMA;2017-02-24;2017-02-24;Zurich, Switzerland;47.376;8.541
970;5175;Pac-Man Geist ;MDMA;2017-02-24;2017-02-24;Zurich, Switzerland;47.376;8.541
971;5176;Anonymous;MDMA;2017-02-24;2017-02-24;Zurich, Switzerland;47.376;8.541
972;5177;Philipp Plein ;MDMA;2017-02-24;2017-02-24;Zurich, Switzerland;47.376;8.541
973;5178;Vodaphone ;MDMA;2017-02-24;2017-02-24;Zurich, Switzerland;47.376;8.541
974;5179;Philipp Plein ;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
975;5180;SPA;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
976;5181;Trauriges Gesicht ;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
977;5182;Levi's ;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
978;5183;IKEA;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
979;5184;Minion ;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
980;5185;Rolls Royce ;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
981;5186;Doppelte Kirsche ;MDMA;2017-02-02;2017-03-01;Vienna, Austria;48.208;16.373
982;5188;Roche 10 ;Diazepam;2017-03-02;2017-03-03;Online;47.751;-120.74
983;5190;Found Pill /tablet;Melatonin;2017-03-02;2017-03-03;Washington, DC;47.751;-120.74
984;5195;Roxy ;Fentanyl;2017-03-02;2017-03-03;Online;47.751;-120.74
985;5198;Starbucks ;MDMA/Caffeine;2017-03-02;2017-03-03;Dallas, TX;32.776;-96.797
986;5200;Oxycodone;Furanylfentanyl;2017-03-02;2017-03-03;Online,China;39.913;116.363
987;5202;Oxandrolone ;Oxandrolone;2017-03-02;2017-03-03;Kiev, Ukraine;50.45;30.523
988;5204;Superman;Methylsulfonylmethane;2017-03-02;2017-03-03;Atlanta, GA;33.749;-84.388
989;5212;Bentley ;MDMA;2017-03-03;2017-03-06;Zurich, Switzerland;47.376;8.541
990;5213;Rolex;MDMA;2017-03-03;2017-03-06;Bern, Switzerland;46.948;7.447
991;5214;Super Mario ;MDMA;2017-03-03;2017-03-06;Bern, Switzerland;46.948;7.447
992;5217;cor 239 ;Methylphenidate;2017-03-09;2017-03-10;McMurray, PA;56.726;-111.38
993;5221;White Triangle ;MDMA;2017-03-09;2017-03-10;Chicago, IL;41.878;-87.629
994;5224;Lego ;MDMA;2017-03-09;2017-03-10;Evanston, IL;42.045;-87.687
995;5225;Mastercard ;Caffeine/Methamphetamine;2017-03-09;2017-03-10;Atlanta, GA;33.749;-84.388
996;5231;Ecstasy;Tramadol;2017-03-15;2017-03-15;Atlanta, GA;33.749;-84.388
997;5233;Eule ;3-Methylmethcathinone;2017-03-17;2017-03-17;Zurich, Switzerland;47.376;8.541
998;5235;G6;MDMA;2017-03-21;2017-03-21;San Jose, CA;37.338;-121.886
