Nome   ;sample name  ;Substance;tested date;published date ;location;
3776;Yellow Snapchat;MDMA;Aug 22, 2015;Aug 27, 2015;Online;
3777;Red Lamborghini;MDMA;Aug 27, 2015;Aug 27, 2015;San Diego, CA;
3783;Blue Dolphin;Caffeine/5-MeO-DiPT;Aug 27, 2015;Aug 27, 2015;Miami, FL;
3784;Blue Tesla;MDMA;Aug 27, 2015;Aug 27, 2015;Dublin, Ireland;
3789;Blue Transformer;Caffeine/Phenacetin;Sep 03, 2015;Sep 03, 2015;Providence, RI;
3790;Heart;Caffeine/Benocyclidine;Sep 03, 2015;Sep 03, 2015;Providence, RI;
3791;Blue Heart;Caffeine;Sep 03, 2015;Sep 03, 2015;Los Angeles, CA;
3792;Plain Tablet;Diazepam;Sep 03, 2015;Sep 03, 2015;Clifton, NJ;
3800;Green Lantern;MDA/Methylsulfonylmethane/Ethylone/MDMA;Sep 03, 2015;Sep 03, 2015;Santa Monica, CA;
3804;Psylo-Katze;MDMA;Aug 01, 2015;Sep 04, 2015;Zurich, Switzerland;
3805;No Name;MDMA;Aug 01, 2016;Sep 04, 2016;Zurich, Switzerland;
3806;No Name;MDMA;Aug 01, 2017;Sep 04, 2017;Zurich, Switzerland;
3807;Smiley;2C-B;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3808;Hello Kitty;MDMA;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3809;Toyota;MDMA;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3810;Handgranate;MDMA;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3811;Lamborghini;MDMA;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3812;Diamant;MDMA;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3813;Herz;MDMA;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3814;Heineken;MDMA;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3815;Smiley;MDMA/Amphetamines/2C-B/Caffeine;Sep 01, 2015;Sep 08, 2015;Zurich, Switzerland;
3818;Dom Perignon;MDMA;Sep 22, 2015;Sep 22, 2015;Zurich, Switzerland;
3821;Blue XTC;MDMA;Sep 22, 2015;Sep 22, 2015; Germany;
3829;SM;Fluoxymesterone;Sep 22, 2015;Sep 22, 2015;Chicago, IL;
3832;Pinzor Chemical Pellet;Clonazolam;Sep 22, 2015;Sep 22, 2015;Oviedo, FL;
3833;Blue Dots;None Detected;Sep 22, 2015;Sep 22, 2015;Liverpool, United Kingdom;
3836;Green Tablet;MDMA;Sep 25, 2015;Sep 25, 2015;Zurich, Switzerland;
3837;Black Dom Perignon;MDMA;Sep 25, 2015;Sep 25, 2015;Zurich, Switzerland;
3838;Pink Dragonfly;Caffeine/MDMA;Sep 30, 2015;Oct 01, 2015;Seattle, WA;
3842;Buprenorphine Tablet;Buprenorphine;Sep 30, 2015;Oct 01, 2015;Barcelona, Spain;
3843;T-Powder;5-EAPB/Naproxen;Sep 30, 2015;Oct 01, 2015;Boca Raton, FL;
3844;Yellow Illuminati;Caffeine/MDMA;Sep 30, 2015;Oct 01, 2015; Sweden;
3846;Ecstasy Tablet;MDMA/Caffeine/Methylone;Sep 30, 2015;Oct 01, 2015;Las Vegas, NV  ;
3848;New York;Caffeine/5-MeO-DiPT;Sep 30, 2015;Oct 01, 2015;Mays Landing, NJ;
3851; E 404;Caffeine/Amphetamines;Sep 30, 2015  ;Oct 01, 2015;Dallas, TX;
3853;Yellow Cucci;Ethylone/MDMA/Caffeine/Methylsulfonylmethane;Sep 30, 2015  ;Oct 01, 2015;Portland, OR;
3855;Tesla;MDMA;Oct 02, 2015;Oct 16, 2015;Basel, Switzerland;
3856;Playboy;MDMA;Oct 02, 2015;Oct 16, 2015;Zurich, Switzerland;
3857;Diamant;MDMA;Oct 02, 2015;Oct 16, 2015;Basel, Switzerland;
3858;Herz Langnese;MDMA;Oct 02, 2015;Oct 16, 2015;Basel, Switzerland;
3859;Breitling;MDMA;Oct 02, 2015;Oct 16, 2015;Basel, Switzerland;
3860;YE;MDMA;Oct 02, 2015;Oct 16, 2015;Basel, Switzerland;
3861;Toyota;MDMA/MDA;Oct 02, 2015;Oct 16, 2015;Basel, Switzerland;
3863;Love Pill;MDMA/Caffeine;Sep 20, 2015;Oct 12, 2015;Austria;
3864;Purple Pumpkin;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3865;Green Dome;MDMA;Sep 20, 2015;Oct 12, 2015;Austria;
3866;Heineken;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3867;Hello Kitty;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3868;Tomorrowland;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3869;Paul Frank;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3870;W�rfel  ;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3871;Tatze;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3872;W�rfel;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3873;Tesla;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3874;Versace;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3875;Chupa Chups;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3876;2k;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3877;2k;MDMA;Oct 06, 2015;Oct 12, 2015;Austria;
3878;Red Circle;Caffeine/Methamphetamine;Oct 06, 2015;Oct 12, 2015;Austria;
3895;Purple Chanel;MDMA;Oct 14, 2015;Oct 14, 2015;San Francisco, CA;
3896;3896  Blue Domino;Caffeine/Methamphetamine;Oct 14, 2015;Oct 14, 2015;Unknown;
3899;Audi;MDMA;Oct 16, 2015;Oct 16, 2015;Zurich, Switzerland;
3900;Gold;MDMA;Oct 16, 2015;Oct 16, 2015;Zurich, Switzerland;
3901;Herz;MDMA;Oct 16, 2015;Oct 16, 2015;Zurich, Switzerland;
3902;Toyota;MDMA/MDA;Oct 16, 2015;Oct 16, 2015;Bern, Switzerland;
3907;Green Grenade;TFMPP/Caffeine/Methamphetamine/Methylsulfonylmethane/Lidocaine/Unidentified;Oct 26, 2015;Oct 26, 2015;Lynchburg, VA;
3909;Valium;Diazepam;Oct 26, 2015;Oct 26, 2015;Richland, WA;
3912;Warner Bros Pink;MDMA;Oct 26, 2015;Oct 26, 2015;Miami, FL;
3914;Gleevec;None Detected;Oct 26, 2015;Oct 26, 2015;Atlanta, GA;
3919;Green Leaf;Methamphetamine/MDMA/Caffeine;Oct 26, 2015;Oct 26, 2015;Denver, CO;
3921;White Tablet;None Detected;Oct 26, 2015;Oct 26, 2015;Surprise, AZ;
3922;Yellow Monster;MDMA/Caffeine;Oct 26, 2015;Oct 26, 2015;Portland, OR;
3924;Hello Kitty;MDMA;Oct 26, 2015;Oct 26, 2015;Zurich, Switzerland;
3925;Mann / Frau;MDMA;Oct 26, 2015;Oct 26, 2015;Zurich, Switzerland;
3926;Twitter;MDMA;Nov 02, 2015  ;Nov 05, 2015;Zurich, Switzerland;
3927;Route 66;MDMA;Nov 02, 2015  ;Nov 05, 2015;Zurich, Switzerland;
3928;Audi;MDMA;Nov 02, 2015  ;Nov 05, 2015;Zurich, Switzerland;
3938;Ciprox 500;None Detected;Nov 04, 2015  ;Nov 05, 2015  ;Bronx, NY;
3939;Blue Heart 69;2-ethylamino-1-phenylbutane/Acetaminophen;Nov 04, 2015;Nov 05, 2015;Panama City, FL;
3942;Audi;MDMA;Nov 07, 2015;Nov 09, 2015;Zurich, Switzerland;
3943;Ahorn;MDMA;Nov 07, 2015;Nov 09, 2015;Bern, Switzerland;
3944;Hello Kitty;MDMA;Nov 07, 2015;Nov 09, 2015;Bern, Switzerland;
3945;Herz;MDMA;Nov 07, 2015;Nov 09, 2015;Bern, Switzerland;
3946;Philippe Plein;MDMA;Nov 07, 2015;Nov 09, 2015;Bern, Switzerland;
3947;Turtle;MDMA;Nov 07, 2015;Nov 09, 2015;Bern, Switzerland;
3948;Mitsubishi;Caffeine/MDMA;Nov 07, 2015;Nov 09, 2015;Bern, Switzerland;
3949;Whatsapp;MDMA/Caffeine;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3950;Stern;MDMA/3,4-dimethylmethcathinone/Unidentified;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3951;Delfin;Caffeine;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3952;Warner Brothers;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3953;2k;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3954;Luis Vuitton;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3955;Quadrat;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3956;Ghost;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3957;Route 66;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3958;Erdbeere;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3959;W�rfel;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3960;Dominostein;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3961;Mignon;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3962;2k;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3963;2k;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3964;Silver;MDMA;Nov 09, 2015;Nov 09, 2015;Vienna, Austria;
3967;Orange 2K;MDMA;Nov 13, 2015;Nov 24, 2015;Zurich, Switzerland;
3968;Green Transformer;MDMA;Nov 13, 2015;Nov 24, 2015;Zurich, Switzerland;
3969;Yellow Breitling;MDMA;Nov 13, 2015;Nov 24, 2015;Zurich, Switzerland;
3971;Orange Dom Perrignon;MDMA;Nov 13, 2015;Nov 24, 2015;Zurich, Switzerland;
3972;Yellow Tiger;MDMA;Nov 13, 2015;Nov 24, 2015;Zurich, Switzerland;
3973;Tesla;MDMA;Nov 20, 2015;Nov 24, 2015;Zurich, Switzerland;
3974;Apple;MDMA;Nov 20, 2015;Nov 24, 2015;Bern, Switzerland;
3975;3975  Chupa Chups;MDMA;Nov 20, 2015;Nov 24, 2015;Zurich, Switzerland;
3976;Dom P�rrignon;MDMA;Nov 20, 2015;Nov 24, 2015;Zurich, Switzerland;
3977;Grenade;MDMA;Nov 20, 2015;Nov 24, 2015;Zurich, Switzerland;
3978;Heineken;MDMA;Nov 20, 2015  ;Nov 24, 2015;Bern, Switzerland;
3979;Herz;MDMA;Nov 20, 2015;Nov 24, 2015;Zurich, Switzerland;
3980;  Superman  ;MDMA;Nov 20, 2015;Nov 24, 2015;Bern, Switzerland;
3981;Warner Brothers;MDMA;Nov 20, 2015;Nov 24, 2015;Zurich, Switzerland;
3982;Blue Lady;Acetaminophen/Heroin/Fentanyl;Nov 25, 2015;Nov 25, 2015;Providence, RI;
3987;Xanax;Alprazolam;Nov 25, 2015;Nov 25, 2015;Seneca, SC;
3989;Modalert;Modafinil;Nov 25, 2015;Nov 25, 2015;Seattle, WA;
3996;Ritalin Tablets;Methylphenidate;Nov 25, 2015;Nov 25, 2015;San Francisco, CA;
3997;Green Caplet;None Detected;Nov 25, 2015;Nov 25, 2015;Friendswood, TX;
4004;Tesla;MDMA;Nov 26, 2015;Nov 27, 2015;Lincoln Park, NJ;
4005;Xanax Bar;Alprazolam;Nov 26, 2015;Nov 27, 2015;Santa Barbara, CA;
4011;Eule;MDMA;Dec 04, 2015;Dec 04, 2015;Basel, Switzerland;
4012;Grolsch;MDMA;Dec 04, 2015;Dec 04, 2015;Zurich, Switzerland;
4013;Warner Brothers;MDMA;Dec 04, 2015;Dec 04, 2015;Basel, Switzerland;
4014;Schildkroete;4-Chloromethamphetamine;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4015;Mitsubishi;None Detected;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4016;4016  Handgrenade;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4017;Kleeblatt;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4018;Route 66;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4019;2k;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4020;Warner Brothers;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4021;Android;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4022;Tulpe;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4023;Chupa Chups;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4024;Krone (Rolex);MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4025;Lamborghini;MDMA;Dec 09, 2015;Dec 09, 2015;Vienna, Austria;
4028;Lamborghini;MDMA;Dec 11, 2015;Dec 11, 2015;Zurich, Switzerland;
4029;Love;MDMA;Dec 11, 2015;Dec 11, 2015;Bern, Switzerland;
4035;GG 249 White Bar;Alprazolam;Dec 14, 2015;Dec 14, 2015;Houston, TX;
4041;Blue Facebook;MDMA;Dec 14, 2015;Dec 14, 2015;Santa Monica, CA;
4045;Oxandrolone (Anavar);Oxandrolone;Dec 14, 2015;Dec 14, 2015;Phoenix, AZ;
4047;Xanax GG 249;AB-FUBINACA;Dec 14, 2015;Dec 14, 2015;CA;
4054;Tan Mercedes;Caffeine/4-CMC/Methoxetamine;Dec 14, 2015;Dec 14, 2015;Singapore;
4057;Toyota;MDMA/MDA;Dec 21, 2015;Dec 21, 2015;Bern, Switzerland;
4059;UPS;Caffeine/Lidocaine/Methamphetamine/Benzocaine/Procaine/Acetaminophen;Dec 27, 2015;Dec 27, 2015;San Mateo, CA;
4062;Metformin;Unidentified;Dec 27, 2015;Dec 27, 2015;Austin, TX;
4066;Blue Mercedes;MDMA/Procaine/Methamphetamine/Caffeine;Dec 27, 2015;Dec 27, 2015;Vancouver, BC, Canada;
4083;Modalert;Modafinil;Jan 05, 2016;Jan 05, 2016; United Kingdom;
4085;Phentermine A159;Acetaminophen/Chlorpheniramine;Jan 05, 2016;Jan 05, 2016;Wilmingham, NC;
4112;Yellow Shield;2C-E;Jan 30, 2016;Jan 30, 2016;Quebec City, Quebec, Canada;
4113;Orange Shield;2C-I;Jan 30, 2016;Jan 30, 2016;Quebec City, Quebec, Canada;
4114;Patrone;MDMA;Jan 29, 2016;Jan 29, 2016;Zurich, Switzerland;
4115;Philipp Plein;MDMA;Jan 29, 2016;Jan 29, 2016;Zurich, Switzerland;
4116;Silver;MDMA;Jan 29, 2016;Jan 29, 2016;Zurich, Switzerland;
4117;Snapchat;MDMA;Jan 29, 2016;Jan 29, 2016;Zurich, Switzerland;
4118;The North Face;MDMA;Jan 29, 2016;Jan 29, 2016;Zurich, Switzerland;
4119;Master Card;MDMA;Jan 29, 2016;Jan 29, 2016;Bern, Switzerland;
4122;Ferrari Shield;MDMA/Caffeine;Feb 01, 2016;Feb 01, 2016;Stockholm, Sweden;
4123;Vicodin;Acetaminophen;Feb 01, 2016;Feb 01, 2016;MI;
4132;Dark Tablet;5-MeO-DALT/Ethylphenidate/Methiopropamine/Ethylphenylacetate;Feb 02, 2016;Feb 02, 2016;Warren, OH;
4134;Gold Bar;MDMA/Methylsulfonylmethane;Feb 02, 2016;Feb 02, 2016;Chicago, IL;
4135;Mastercard;MDMA/Caffeine;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4136;Gespenst/Ghost;Caffeine;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4137;Gespenst/Ghost;Unidentified;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4138;Dolce & Gabbana;4-CMC;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4139;Ferrari;MDMA/Caffeine;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4140;Dodge Viper;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4141;Baer / Bear;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4142;Pyramide;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4143;Android;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4144;Schleife;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4145;Rolex;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4146;Hanfblatt;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4147;Gespenst/Ghost;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4148;Pacman;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4149;Erdbeere;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4150;Instagram;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4151;Warner Brothers;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4152;Eule;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4153;Nintendo;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4154;Superman;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4155;Android;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4156;Stern;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4157;Herz;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4158;Hakenkreuz;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4159;Tomorrowland;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4160;Marienk�fer;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4161;Schlagring/Tatze;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4162;Red Bull;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4163;Audi;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4164;Kein Logo;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4165;Jumbo;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4166;Silver;MDMA;Jan 29, 2016;Jan 29, 2016;Vienna, Austria;
4167;Sildenafil;Sildenafil;Feb 16, 2016;Feb 16, 2016;India;
4169;Meditech Anavar;Oxandrolone;Feb 16, 2016;Feb 16, 2016;Chester, PA;
4170;Meditech Dianabol;Methandrostenolone;Feb 16, 2016;Feb 16, 2016;Chester, PA;
4171;Orange Tesla;MDMA;Feb 16, 2016;Feb 16, 2016;Online, Unknown;
4182;Vicodin;Acetaminophen/Diclofenac;Feb 26, 2016;Feb 28, 2016;Atlanta, GA;
4183;Apple Logo;2C-B/Caffeine/MDMA;Feb 01, 2016;Mar 08, 2016;Vienna, Austria;
4184;Note;MDMA;Feb 01, 2016;Mar 08, 2016;Vienna, Austria;
4185;Windm�hle;MDMA;Feb 01, 2016;Mar 08, 2016;Vienna, Austria;
4186;Legom�nnchen;MDMA;Feb 01, 2016;Mar 08, 2016;Vienna, Austria;
4187;Erdbeere;MDMA;Feb 01, 2016;Mar 08, 2016;Vienna, Austria;
4188;No Name;MDMA;Jan 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4189;WhatsApp;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4190;Spongebob;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4191;PIN;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4192;Maya-Kopf;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4193;Li-ion;MDMA;Feb 01, 2016;Mar 08, 2016;Bern, Switzerland;
4194;Lego;MDMA;Feb 01, 2016;Mar 08, 2016;Bern, Switzerland;
4195;K�rbis;MDMA;Feb 01, 2016;Mar 08, 2016;Bern, Switzerland;
4196;Kein Logo;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4197;Audi;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4198;Warner Bros;MDMA;Feb 01, 2016;Mar 08, 2016;Bern, Switzerland;
4199;Maya-Kopf;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4200;Spongebob;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4201;Spongebob;MDMA;Feb 01, 2016;Mar 08, 2016;Zurich, Switzerland;
4203;Ecstasy;Phentermine;Mar 09, 2016;Mar 09, 2016;Cabo San Lucas, Mexico;
4206;WATSON 853;Tramadol;Feb 23, 2016;Mar 09, 2016;San Diego, CA;
4207;K 25;Palmitic Acid/Stearic Acid/Myristic Acid;Mar 09, 2016;Mar 09, 2016;Oak Hills, CA;
4219;Pineapples/Warner;MDMA;Mar 09, 2016;Mar 09, 2016;Online, Unknown;
4220;Blue Tablet;MDMA/Methylsulfonylmethane;Mar 09, 2016;Mar 09, 2016;CT;
4222;Green Grenade;MDMA;Mar 09, 2016;Mar 09, 2016;Charlotte, NC;
4226;Yellow Warner Brothers;MDMA;Mar 09, 2016;Mar 09, 2016;Online, FL;
4227;Pink UPS;MDMA;Mar 09, 2016;Mar 09, 2016;Online, FL;
4228;Peace;MDMA;Mar 11, 2016;Mar 11, 2016;Zurich, Switzerland;
4229;Dom P�rignon;MDMA;Mar 11, 2016;Mar 11, 2016;Bern, Switzerland;
4231;Chupa Chups;MDMA;Mar 11, 2016;Mar 12, 2016;Zurich, Switzerland;
4232;Dutch Lion;MDMA;Mar 11, 2016;Mar 12, 2016;Bern, Switzerland;
4233;Berlin;MDMA;Mar 11, 2016;Mar 12, 2016;Zurich, Switzerland;
4234;Nespresso;MDMA;Mar 11, 2016;Mar 12, 2016;Zurich, Switzerland;
4235;No Name;MDMA;Mar 11, 2016;Mar 12, 2016;Zurich, Switzerland;
4236;Om;MDMA;Mar 11, 2016;Mar 12, 2016;Zurich, Switzerland;
4237;Spongebob;MDMA;Mar 11, 2016;Mar 12, 2016;Zurich, Switzerland;
4238;Shell;MDMA/Caffeine;Mar 11, 2016;Mar 12, 2016;Zurich, Switzerland;
4239;Bentley;MDMA;Mar 18, 2016;Mar 18, 2016;Zurich, Switzerland;
4240;Cherry;MDMA;Mar 18, 2016;Mar 18, 2016;Zurich, Switzerland;
4241;Frauenb�ste;MDMA;Mar 18, 2016;Mar 18, 2016;Zurich, Switzerland;
4245;Templar Cross;Clonazepam;Mar 20, 2016;Mar 20, 2016;Online, OH, USA;
4251;Mastercard;MDMA/Caffeine;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4252;Schildkr�te;4-Chloromethamphetamine;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4253;Nespresso;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4254;Warner Brothers;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4255;Schleife;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4256;Heineken;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4257;Tomorrow-Land;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4258;Joshi;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4259;Goldbarren;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4260;Minions;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4261;Stern;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4262;Herz;MDMA;Mar 23, 2016;Mar 23, 2016;Vienna, Austria;
4272;Blue Smile;MDA/Caffeine;Mar 25, 2016;Mar 25, 2016;Portland, OR;
4276;Green Hand Grenade;MDMA;Mar 25, 2016;Mar 25, 2016;Dallas, TX;
4280;Lightning Bolt;MDA;Mar 24, 2016;Mar 25, 2016;San Francisco, CA;
4281;Roche 10 Valium;Etizolam;Mar 25, 2016;Mar 25, 2016;Richmond, BC, Canada;
4282;G3722;Etizolam/Fentanyl;Mar 25, 2016;Mar 25, 2016;Queens, NY;
4287;Gucci;Caffeine/MDMA;Apr 05, 2016;Apr 05, 2016;New York, NY;
4288;Poop;MDA/MDMA/Methylsulfonylmethane/Procaine/Caffeine/Methylone;Apr 05, 2016;Apr 05, 2016;New York, NY;
4292;Snapchat;MDMA;Apr 05, 2016;Apr 05, 2016;Atlanta, GA;
4302;Rolls Royce;MDMA/Caffeine;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4303;Kleeblatt;MDMA;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4304;LOVE;MDMA;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4305;Herz;MDMA;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4306;JUMBO;MDMA;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4307;Bentley;MDMA;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4308;Ghost;MDMA;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4309;Herz;MDMA;Apr 08, 2016;Apr 10, 2016;Vienna, Austria;
4310;Milkshake;MDMA;Apr 08, 2016;Apr 10, 2016;Bern, Switzerland;
4311;MTV;MDMA;Apr 08, 2016;Apr 10, 2016;Zurich, Switzerland;
4312;Versace;MDMA;Apr 08, 2016;Apr 10, 2016;Zurich, Switzerland;
4313;Smiley;2C-B;Apr 08, 2016;Apr 12, 2016;Zurich, Switzerland;
4314;Stern;MDMA;Apr 08, 2016;Apr 12, 2016;Bern, Switzerland;
4315;Chupa Chups;MDMA;Apr 08, 2016;Apr 12, 2016;Bern, Switzerland;
4316;Herzli;MDMA;Apr 08, 2016;Apr 12, 2016;Bern, Switzerland;
4317;Lautsprecher;MDMA;Apr 08, 2016;Apr 12, 2016;Zurich, Switzerland;
4318;Monkey;MDMA;Apr 08, 2016;Apr 12, 2016;Bern, Switzerland;
4319;Pac-Man Geist;MDMA;Apr 08, 2016;Apr 12, 2016;Zurich, Switzerland;
4320;Rolls Royce;MDMA;Apr 08, 2016;Apr 12, 2016;Bern, Switzerland;
4321;Spongebob  ;MDMA;Apr 08, 2016;Apr 12, 2016;Zurich, Switzerland;
4322;Super Mario;MDMA;Apr 08, 2016;Apr 12, 2016;Zurich, Switzerland;
4326;Viagra;Sildenafil;Apr 13, 2016;Apr 13, 2016;Paoli, PA;
4329;Tesla Model S;MDMA;Apr 13, 2016;Apr 13, 2016;Paoli, PA;
4337;T-3;None Detected;Apr 22, 2016;Apr 23, 2016;Port Orange, FL;
4344;STAR;Caffeine/Methamphetamine;Apr 22, 2016;Apr 23, 2016;New York, NY;
4345;Smiley Face;MDA;Apr 22, 2016;Apr 23, 2016;New York, NY;
4352;Batterie;MDMA;Apr 26, 2016;Apr 26, 2016;Zurich, Switzerland;
4353;Philipp Plein  ;MDMA;Apr 26, 2016;Apr 26, 2016;Basel, Switzerland;
4354;Emoji Teufel ;MDMA;Apr 26, 2016;Apr 26, 2016;Zurich, Switzerland;
4355;Kein Logo;MDMA;Apr 26, 2016;Apr 26, 2016;Zurich, Switzerland;
4356;Shell;MDMA;Apr 26, 2016;Apr 26, 2016;Zurich, Switzerland;
4357;Spongebob;MDMA;Apr 26, 2016;Apr 26, 2016;Basel, Switzerland;
4358;Versace;MDMA;Apr 26, 2016;Apr 26, 2016;Zurich, Switzerland;
4364;Gold Coin;N-Ethylpentylone;Apr 26, 2016;Apr 26, 2016;Denver, CO;
4365;Gold Paul Frank Monkey;Caffeine/MDMA;Apr 26, 2016;Apr 26, 2016;Washington, DC;
4371;Modafinil;Modafinil;Apr 26, 2016;Apr 26, 2016;Online, CA;
