Nome   ;sample name  ;Substance;tested date;published date ;location;
4384;Silver;MDMA;May 10, 2016;May 11, 2016;Zurich, Switzerland;
4385;Bentley  ;MDMA;May 10, 2016;May 11, 2016;Zurich, Switzerland;
4386;Buddha;MDMA;May 10, 2016;May 11, 2016;Zurich, Switzerland;
4394;Orange Pill;2C-B/MDMA;May 16, 2016;May 16, 2016;Orlando, FL;
4396;Xanax;Alprazolam/Acetaminophen/Methylparaben/;May 16, 2016;May 16, 2016;Online, IL;
4398;Red M;TFMPP/Caffeine/BZP/Methamphetamine;May 16, 2016;May 16, 2016;New York, NY;
4399;Heisenberg (Walter White);MDMA;May 16, 2016;May 16, 2016;New York, NY;
4400;Facebook;MDMA;May 16, 2016;May 16, 2016;New York, NY;
4404;Audi;MDMA;May 18, 2016;May 18, 2016;Zurich, Switzerland;
4405;Tatze;MDMA;May 18, 2016;May 18, 2016;Zurich, Switzerland;
4406;Harley Davidson;MDMA;May 18, 2016;May 18, 2016;Zurich, Switzerland;
4408;Pinky;MDMA;May 24, 2016;May 25, 2016;Munich, Bayern, Germany;
4414;Instagram;MDA/MDMA/Methylsulfonylmethane/Cocaine;May 24, 2016;May 25, 2016;Oakland, CA;
4417;Purple Hotdog;MDA 2-aldoxime analog/MDA/Methylsulfonylmethane;May 24, 2016;May 25, 2016;San Leandro, CA;
4418;Red Supreme;MDMA;May 24, 2016;May 25, 2016;Online;
4421;Percocet;Acetaminophen/Aceclofenac;May 24, 2016;May 25, 2016;Online, India;
4424;Pink Domino;MDMA;May 24, 2016;May 25, 2016;Online;
4425;Oxycodone;Oxycodone;May 24, 2016;May 25, 2016;Los Angeles, CA;
4430;Blue Tesla;MDMA;May 24, 2016;May 25, 2016;Online, Netherlands;
4431;MDMA/tablet;MDMA;May 24, 2016;May 25, 2016;Germany;
4433;Clonazepam;Clonazolam;May 24, 2016;May 25, 2016;Online, Norway;
4434;Roxicodone;Heroin/DXM/Caffeine;Jun 02, 2016;Jun 02, 2016;Online, Phillipines;
4440;Blue Dolce & Gabbana;Caffeine/Methamphetamine;Jun 02, 2016;Jun 02, 2016;Baton Rouge, LA;
4441;Green Dolce & Gabbana;Caffeine/Methamphetamine;Jun 02, 2016;Jun 02, 2016;Baton Rouge, LA;
4442;Generic Methylphenidate;Diazepam;Jun 02, 2016;Jun 02, 2016;Tijuana, Online, Mexico;
4452;Superman Pokeball;MDMA;Jun 02, 2016;Jun 02, 2016;Orange County, CA;
4453;Warner Brothers;MDMA/4-CEC;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4454;Ace of Spades;MDMA/MDA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4455;Erdbeere;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4456;Affe;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4457;Erdbeere;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4458;Rolex;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4459;4459  FC Barcelona;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4460;Burger King;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4461;Domino-Stein ;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4462;Defqon. 1;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4463;Totenkopf;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4464;Coca Cola;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4465;Mafia;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4466;Dom Perignon;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4467;Maserati;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4468;Minion;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4469;Darth Vader;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4470;Domino-stein;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4471;Porsche;MDMA;Jun 16, 2016;Jun 17, 2016;Vienna, Austria;
4473;Red Bull;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;
4474;Minion;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;
4475;Nespresso;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;
4476;Porsche;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;
4477;Tulpe;MDMA;Jun 16, 2016;Jun 17, 2016;Zurich, Switzerland;
4481;Music On;MDMA;Jun 21, 2016;Jun 21, 2016;Zurich, Switzerland;
4486;Purple Lamborghini;MDMA;Jun 21, 2016;Jun 22, 2016;Portland, OR;
4487;Peach Tesla;MDMA;Jun 21, 2016;Jun 22, 2016;Portland, OR;
4488;Red Coca Cola;MDMA;Jun 21, 2016;Jun 22, 2016;Sacramento, CA, USA;
4492;Omega;TFMPP/Imino-triphenyl-phosphorane;Jun 21, 2016;Jun 22, 2016;San Antonio, TX;
4493;Alprazolam;Alprazolam;Jun 21, 2016;Jun 22, 2016;Austin, TX;
4500;BMW;MDMA;Jun 21, 2016;Jun 22, 2016;Dallas, TX;
4502;Xanax;Melatonin;Jun 21, 2016;Jun 22, 2016;Walnut Creek, CA;
4503;Blue Paul Frank Monkey;Caffeine/MDA/MDA 2-aldoxime analog;Jun 21, 2016;Jun 22, 2016;Las Vegas, NV;
4505;Bentley;MDMA;Jun 30, 2016;Jun 30, 2016;Bern, Switzerland;
4506;Tesla;MDMA;Jun 30, 2016;Jun 30, 2016;Zurich, Switzerland;
4507;MTV;MDMA;Jun 30, 2016;Jun 30, 2016;Zurich, Switzerland;
4508;Rakete  ;MDMA;Jun 30, 2016;Jun 30, 2016;Zurich, Switzerland;
4509;Green Tablet;Tadalafil;Jun 30, 2016;Jun 30, 2016;Montreal, Quebec, Canada;
4513;Blue Paul Frank Monkey Bape;Caffeine/MDA/MDA 2-aldoxime analog;Jun 30, 2016;Jun 30, 2016;Miami, FL;
4516;Amsterdam Mini;Palmitic Acid/Stearic Acid;Jun 30, 2016;Jun 30, 2016;Portland, OR;
4522;Molly;Modafinil;Jun 30, 2016;Jun 30, 2016;San Francisco, CA;
4523;Heisenberg;Caffeine/Methamphetamine;Jun 30, 2016;Jun 30, 2016;Tampa, FL;
4526;Three Wise Monkeys;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;
4527;Apple;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;
4528;Dom P�rignon;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;
4529;Gold;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;
4530;MTV;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;
4531;Playboy;MDMA;Jul 02, 2016;Jul 02, 2016;Bern, Switzerland;
4532;Spongebob;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;
4533;Tulpe;MDMA;Jul 02, 2016;Jul 02, 2016;Zurich, Switzerland;
4535;Tulpe;MDMA;Jul 09, 2016;Jul 09, 2016;Zurich, Switzerland;
4540;6-APB;5-APDB;Jul 09, 2016;Jul 10, 2016;New York, NY;
4541;Checco;Unidentified;Jul 09, 2016;Jul 10, 2016;Grasso, RI;
4542;Hello Kitty;MDMA;Jul 09, 2016;Jul 10, 2016;New York, NY;
4550;Alprazolam;Alprazolam;Jul 22, 2016;Jul 22, 2016;San Antonio, CA;
4555;Eule;MDMA;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;
4556;Music On;MDMA;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;
4557;Tesla;MDMA;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;
4558;Frau;MDMA/Caffeine;Jul 25, 2016;Jul 26, 2016;Zurich, Switzerland;
4559;iPhone/Apple;MDMA;Jul 25, 2016;Jul 26, 2016;Bern, Switzerland;
4560;Mandala;Caffeine/Caffeine/Caffeine;Jul 25, 2016;Jul 26, 2016;Bern, Switzerland;
4561;Mitsubishi;Caffeine/MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4562;Shell;MDMA/Caffeine;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4563;VW  ;Acetaminophen;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4564;Kleeblatt;Caffeine;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4565;Tomorrow-Land;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4566;Erdbeere;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4567;Red Bull;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4568;Red Bull;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4569;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4570;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4571;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4572;Dominostein;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4573;Chanel;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4574;Affe;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4576;Love (Handzeichen)/Peace;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4577;Peace;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4578;Silver;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4579;Silver;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4580;Walter White;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4581;Burger King;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4582;The North Face;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4583;Chupa Chups;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4584;Porsche;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4585;Batman;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4586;Darth Vader ;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4587;Maserati;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4588;Maserati;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4589;Anonymous Mask;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4590;Warner Brothers;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4591;Herzf�rmig;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4592;Love/Herz;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4594;Rock n�Roll;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4595;CP;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4596;Batman ;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4597;Playboyhase;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4598;Tesla  ;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4599;Drache;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4600;Rockstar;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4601;Totenkopf;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4602;Rolex;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4603;Patrone;MDMA;Jul 25, 2016;Jul 26, 2016;Vienna, Austria;
4606;Tesla;MDMA;Jul 30, 2016;Aug 01, 2016;Zurich, Switzerland;
4607;Tom Tom  ;MDMA;Jul 30, 2016;Aug 01, 2016;Bern, Switzerland;
4608;Lacoste;MDMA;Jul 30, 2016;Aug 01, 2016;Zurich, Switzerland;
4614;Anti-anxiety pill;Alprazolam;Aug 02, 2016;Aug 02, 2016;Los Angeles, CA;
4615;No name;None Detected;Aug 02, 2016;Aug 02, 2016;Clarkston, MI;
4619;Green Tesla;MDMA;Aug 02, 2016;Aug 02, 2016;Somerset, United Kingdom;
4721;Tesla;MDMA;Aug 30, 2016;Sep 07, 2016;Zurich, Switzerland;
4722;Lebara;MDMA;Sep 02, 2016;Sep 07, 2016;Zurich, Switzerland;
4723;K�rbis;MDMA;Aug 31, 2016;Sep 07, 2016;Bern, Switzerland;
4724;MTV;MDMA;Sep 02, 2016;Sep 07, 2016;Zurich, Switzerland;
4727;Silver Bar;MDMA;Sep 07, 2016;Sep 07, 2016;Bay Area, Online, Unknown;
4728;Red Supreme;MDMA;Sep 07, 2016;Sep 07, 2016;Bay Area, Online;
4734;Alprazolam;Fentanyl;Sep 07, 2016;Sep 07, 2016;Long Beach, CA;
4736;Codeine;Codeine;Sep 07, 2016;Sep 07, 2016;Belize City, Belize;
4738;Orange Owl;MDMA;Sep 07, 2016;Sep 07, 2016;Phoenix, AZ;
4742;Red Monkey;MDMA/Caffeine/Diphenhydramine;Sep 07, 2016;Sep 07, 2016;Tampa, FL;
4747;Piaggio;MDMA;Sep 06, 2016;Sep 09, 2016;Zurich, Switzerland;
4748;Warner Brothers;MDMA;Sep 06, 2016;Sep 09, 2016;Zurich, Switzerland;
4749;Dexedrine;Caffeine/Amphetamines;Sep 22, 2016;Sep 22, 2016;Houston, TX;
4750;Superman;MDMA;Sep 13, 2016;Sep 13, 2016;Zurich, Switzerland;
4751;Yellow Xanax Bar;Alprazolam;Sep 22, 2016;Sep 22, 2016;Houston, TX;
4752;Green Xanax Bar;Alprazolam;Sep 22, 2016;Sep 22, 2016;Houston, TX;
4759;Orange Tesla;MDMA;Sep 22, 2016;Sep 22, 2016;Riverdale, NJ;
4762;Molly (Blue Pill);Caffeine/MDA 2-aldoxime analog/MDA/Phenacetin;Sep 22, 2016;Sep 22, 2016;St. Paul, MN;
4767;Paul Frank Yellow;2C-B;Sep 28, 2016;Sep 28, 2016;Zurich, Switzerland;
4768;Go Pro;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;
4769;Bentley 8;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;
4770;Durex;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;
4771;Superman;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;
4772;Tesla;MDMA;Sep 21, 2016;Sep 28, 2016;Bern, Switzerland;
4773;Tesla;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;
4774;Apple;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;
4775;Apple;MDMA;Sep 17, 2016;Sep 28, 2016;Zurich, Switzerland;
4776;Joker;MDMA;Sep 21, 2016;Sep 28, 2016;Bern, Switzerland;
4779;Zolpidem Tablet;Zolpidem;Sep 29, 2016;Sep 29, 2016;Spokane, WA;
4781;Oval Tablet;Elaidic acid/None Detected/Palmitic Acid/Stearic Acid;Sep 29, 2016;Sep 29, 2016;Dunwoody, GA;
4786;NYC;Ketamine/Promethazine/Diazepam;Sep 29, 2016;Sep 29, 2016;FL;
4791;Mickey Mouse;Caffeine/Methamphetamine;Sep 29, 2016;Sep 29, 2016;San Francisco, CA;
4792;Anonymous;MDMA/4-Fluoromethylphenidate;Sep 29, 2016;Sep 29, 2016;New York, NY;
4793;Mini Punisher;MDMA/4-Fluoromethylphenidate;Sep 29, 2016;Sep 29, 2016;New York, NY;
4795;Tulpe;MDMA;Sep 23, 2016;Oct 01, 2016;Zurich, Switzerland;
4796;Loewenwappen;2C-B;Sep 29, 2016;Oct 01, 2016;Bern, Switzerland;
4798;Nespresso;MDMA;Sep 29, 2016;Oct 07, 2016;Zurich, Switzerland;
4799;Supermario;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;
4800;Supermario 2;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;
4801;MTV  ;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;
4802;Lego;MDMA;Oct 05, 2016;Oct 07, 2016;Bern, Switzerland;
4803;Kuerbis;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;
4805;Domino;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;
4806;Tomorrowland;MDMA;Oct 04, 2016;Oct 07, 2016;Zurich, Switzerland;
4807;Defqon;MDMA;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;
4808;Smiley;2C-B;Oct 01, 2016;Oct 07, 2016;Bern, Switzerland;
4810;Thizz;Caffeine/Amphetamines/Alprazolam;Oct 11, 2016;Oct 11, 2016;Dallas, TX;
4812;UPS;MDMA;Oct 11, 2016;Oct 11, 2016;Seattle, WA;
4813;Tomorrowland;MDMA;Oct 11, 2016;Oct 11, 2016;Seattle, WA;
4815;Minion;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4817;Minion;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4818;Kleeblatt;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4819;2K;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4821;Eule 1;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4822;Harley Davidson;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4823;Popcorn;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4824;Defqon;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4825;Heineken;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4826;Peace Sign;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4827;K2;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4828;Tomorrowland;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4829;Dom Perignon;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4830;Skull with Star;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4831;Vodafon;MDMA;Sep 15, 2016;Oct 12, 2016;Vienna, Austria;
4833;Herz;Metandienone;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4834;Rolls Royce;MDMA/Caffeine;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4835;Rolex 1;2C-B;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4837;K�rbis;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4838;XTC;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4839;Eule 2;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4840;Domino ;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4841;Love/Herz;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4842;Fl�gel;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4843;C;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4845;KitKat;MDMA;Oct 12, 2016;Oct 12, 2016;Vienna, Austria;
4848;LV/Louis Vuitton;MDMA;Oct 14, 2016;Oct 14, 2016;Zurich, Switzerland;
4851;Cry Later;MDMA;Oct 14, 2016;Oct 14, 2016;Bern, Switzerland;
4852;Laugh Now;MDMA;Oct 12, 2016;Oct 14, 2016;Bern, Switzerland;
4855;UPS;MDMA;Oct 19, 2016;Oct 20, 2016;Los Angeles, CA;
4856;No name;Palmitic Acid/Stearic Acid;Oct 20, 2016;Oct 20, 2016;Pacific Grove, CA;
4857;White Tablet;Tramadol;Oct 20, 2016;Oct 20, 2016;Online, India;
4862;Red Ferrari ;PMMA;Oct 19, 2016;Oct 20, 2016;Sinsheim, Baden-Wuerttemberg, Germany;
4863;Green Paul Frank Monkey;Caffeine/Synthesis Byproducts/MDMA Methylene homolog/Ketamine/Lidocaine;Oct 11, 2016;Oct 20, 2016;Altamonte Springs, FL;
4864;Alprazolam;Alprazolam;Oct 11, 2016;Oct 20, 2016;Long Beach, CA;
4867;No name;Acetaminophen/Tramadol;Oct 20, 2016;Oct 20, 2016;Torrance, CA;
4868;FC Barcelona;MDMA;Oct 14, 2016;Oct 21, 2016;Basel, Switzerland;
4872;Music On;MDMA;Oct 19, 2016;Oct 21, 2016;Basel, Switzerland;
4874;Tapentadol;Tapentadol;Oct 28, 2016;Oct 28, 2016;Online, India;
4876;Tomorrowland;MDMA;Oct 28, 2016;Oct 28, 2016;Online, Unknown;
4879;Tomorrowland (SB);MDMA;Oct 28, 2016;Oct 28, 2016;Online, Unknown;
4882;EA7;MDMA;Oct 26, 2016;Oct 29, 2016;Basel, Switzerland;
4884;Blue Oxycodone;Oxycodone;Nov 03, 2016;Nov 04, 2016;Riverside, CA;
4885;Red Tesla;MDMA;Nov 03, 2016;Nov 04, 2016;Tukwila, WA;
4886;Green Super Mario;Caffeine/MDMA;Nov 03, 2016;Nov 04, 2016;Helsinki, Finland;
4887;Xanax;Alprazolam;Nov 03, 2016;Nov 04, 2016;Phoenix, AZ;
4889;No name; 4-fluoro-alpha-PVP;Nov 03, 2016;Nov 04, 2016;Online, Europe;
4891;Yellow Tablet;Acetaminophen/Tramadol;Nov 03, 2016;Nov 04, 2016;Online, India;
4894;Warner Brothers;MDMA;Oct 28, 2016;Nov 04, 2016;Zurich, Switzerland;
4895;Smiley;MDMA;Nov 01, 2016;Nov 04, 2016;Zurich, Switzerland;
4896;Eule;MDMA;Nov 02, 2016;Nov 04, 2016;Bern, Switzerland;
4897;Tulpe;MDMA;Oct 29, 2016;Nov 04, 2016;Bern, Switzerland;
4898;Heart;MDMA;Oct 29, 2016;Nov 04, 2016;Bern, Switzerland;
4899;Love;MDMA;Oct 29, 2016;Nov 04, 2016;Bern, Switzerland;
4900;Pokemon  ;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;
4901;Super Mario;MDMA;Nov 09, 2016;Nov 15, 2016;Bern, Switzerland;
4902;Lamborghini;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;
4903;Tom Tom;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;
4904;Tesla;MDMA;Nov 08, 2016;Nov 15, 2016;Zurich, Switzerland;
4913;Tesla;MDMA;Nov 15, 2016;Nov 16, 2016;Online, Unknown;
4918;Rolls Royce  ;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4919;Trojka;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4920;Underground;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4921;Underground;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4922;Dom Perignon;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4923;Minion;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4924;Fl�gel;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4925;Keeblatt;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4926;Flasche SPA;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4927;Philipp Plein;MDMA;Nov 17, 2016;Nov 17, 2016;Vienna, Austria;
4932;Twitter;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4933;Super Mario;MDMA;Nov 15, 2016;Nov 18, 2016;Zurich, Switzerland;
4934;Stern;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4935;Stern;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4936;Shell;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4937;Pikachu;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4938;L�we/lion;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4939;Mastercard;MDMA;Nov 05, 2016;Nov 18, 2016;Zurich, Switzerland;
4940;Dove  ;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4941;Cry Later;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4942;Cry Later ;MDMA;Nov 12, 2016;Nov 18, 2016;Zurich, Switzerland;
4943;Nespresso;MDMA;Nov 22, 2016;Nov 25, 2016;Zurich, Switzerland;
4944;White Tablet;Alprazolam;Nov 23, 2016;Nov 28, 2016;Online;
4950;Norco;Acetaminophen/Hydrocodone;Nov 23, 2016;Nov 28, 2016;Online;
4951;Blue Pikachu;MDMA/Methylsulfonylmethane;Nov 23, 2016;Nov 28, 2016;Santa Barbara, CA;
4952;Yellow Legoman;MDMA;Nov 23, 2016;Nov 28, 2016;Santa Barbara, CA;
4953;Yellow Atari ;MDMA/Caffeine/MDA;Nov 23, 2016;Nov 28, 2016;Santa Barbara, CA;
4954;Vans;MDMA;Nov 23, 2016;Nov 28, 2016;Online;
4956;Tulpe;MDMA;Dec 01, 2016;Dec 02, 2016;Zurich, Switzerland;
4957;Double Trouble;MDMA;Nov 30, 2016;Dec 02, 2016;Bern, Switzerland;
4958;Heineken;MDMA;Nov 30, 2016;Dec 02, 2016;Bern, Switzerland;
4960;Piaggio;MDMA;Dec 07, 2016;Dec 09, 2016;Bern, Switzerland;
4961;Vendetta;MDMA;Dec 06, 2016;Dec 09, 2016;Zurich, Switzerland;
4962;Gold;MDMA/Caffeine;Dec 06, 2016;Dec 09, 2016;Zurich, Switzerland;
4963;Zolpidem;Alprazolam;Dec 12, 2016;Dec 13, 2016;Stockholm, Sweden;
4964;Oreo;MDMA/MDA;Dec 12, 2016;Dec 13, 2016;Dallas, TX;
4972;Perc10;Acetaminophen;Dec 12, 2016;Dec 13, 2016;Cincinnati, OH;
4975;Pink Love Heart;MDMA;Dec 14, 2016;Dec 14, 2016;London, United Kingdom;
4981;White Tablet;Caffeine;Dec 14, 2016;Dec 14, 2016;Bend, OR;
4982;Gold Mercedes;4-Fluoroisobutyrylfentanyl/N-Ethylpentylone;Dec 14, 2016;Dec 14, 2016;Online;
4985;Red A|X;MDA;Dec 14, 2016;Dec 14, 2016;Mexico City, Mexico;
4988;Maserati;MDMA/Ethylone/MDA/Phenacetin;Dec 14, 2016;Dec 14, 2016;Pasadena, CA;
4989;Samsung;MDMA;Dec 14, 2016;Dec 14, 2016;Dallas, TX;
4990;Oreo;MDMA;Dec 14, 2016;Dec 14, 2016;Unknown, Unknown;
4991;Coca Cola ;MDMA;Dec 13, 2016;Dec 16, 2016;Zurich, Switzerland;
4992;Warner Brothers ;MDMA;Dec 13, 2016;Dec 16, 2016;Zurich, Switzerland;
4993;Bugatti;Methylmethcathinone;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
4994;Herz;Unidentified;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
4995;Rolex ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
4996;Pablo Escobar ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
4997;Tripadvisor ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
4998;Super Mario ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
4999;Heineken ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5000;Walter White;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5001;Flasche/SPA ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5002;Warner Brothers;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5003;Warner Brothers ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
